Number of Elements,Standard Merge Sort Time (in ns),Parallel Merge Sort Time (in ns),Partially Parallel Merge Sort Time (in ns),Java Parallel Merge Sort Time (in ns)
973538,93986200,23654000,25335300,4384500
262029,23661600,8079500,9807600,1321700
874334,85608400,34516100,21022800,3872700
262352,23825800,8959800,16859100,1378200
64462,5576500,4284700,6882300,366800
119901,10182800,4527200,7378300,582500
201120,18107500,6377100,8573100,1015700
914855,86024600,37095700,21819600,4191300
309074,27736000,9174500,10525900,1480200
990523,95464800,25052800,24578000,4504800
901742,85402300,22959100,23269500,4082900
867079,84750300,23397500,34541500,3809900
48916,3979700,3881900,6554800,301300
991575,95794800,24227600,22804600,4442800
217616,19523200,8273000,9090100,1024800
923833,87172900,37142100,22978200,4061100
5416,375900,3624600,6311300,84200
327402,29119100,9743800,10992300,1591400
924886,88110100,22593100,36463300,4359000
831538,81334400,20823100,20450900,3790000
145579,12795700,6076100,8045300,650300
909767,85794200,22817000,35772100,4154100
319169,29010200,10232400,10929800,1462600
300660,27491500,15412600,18165900,1481400
831358,81277600,26448700,36764700,3828400
896138,85264600,22221200,21636900,4090500
807122,78063000,20295500,20808100,3514200
742548,72265500,19824100,19059700,3397700
773474,73605900,19922500,19298000,3522600
128685,11046800,6192900,7715700,653800
791276,89531700,20449600,20783300,3575000
578006,54195800,15436800,25262500,2766200
936493,88701800,37398100,23154100,4408600
299769,26911000,9033800,10388700,1431200
761128,73527500,19162300,19614700,3494100
751348,86244200,18806500,18591500,3453600
643303,61924200,16887400,17283500,3165400
944473,90787400,40243200,24103100,4321800
222006,19921700,8412500,9346600,1030400
868990,84506800,23184100,21238700,4041200
858564,97742800,20781100,21605000,3997400
519561,48593400,13437700,14970300,2372000
274666,25282600,8673300,10819500,1337500
872155,99300900,21637700,21581800,3887600
161789,14101300,6649100,8599300,785500
60206,4855200,4087100,7574300,342000
93802,7865700,4594100,7631800,467000
687149,66420100,18050400,17878900,3289600
169165,15019400,6166500,8168300,842800
277632,25272500,8030400,10433100,1295200
69299,5805100,3914800,7353400,372500
331347,29737200,9540200,10940500,1555000
896261,84931900,22365100,37327300,4010800
366050,32773300,10311300,12068000,1812300
914819,86205900,23501800,23814200,4038000
897736,85198000,36444400,21953800,3883900
438284,39260300,11908100,13846600,2090400
743891,72650600,19136600,32888500,3266500
284455,25999800,8722700,10776100,1431500
332456,29782400,15633900,11418700,1600400
614583,57640900,26186700,16930400,2894700
406332,37307900,11559300,27392000,1775200
853601,84281000,21367700,22302600,4143900
700051,66865300,18208200,17778700,3188700
713921,83550800,18135500,18257500,3200300
235049,20786100,8270200,9850100,1254200
111477,9688700,4876100,7624900,506300
535338,49588800,14703300,16209100,2676400
404007,36822400,25236600,13234200,1907200
680469,64862600,24204100,23965100,3223900
316624,28766700,8986000,10764300,1602100
226103,20143100,7342500,9254900,1154200
26147,1967100,3422400,6403800,224100
979677,108340600,25762800,23252400,4429900
572118,53832300,15391600,18430200,2592400
634729,60000200,30365600,16917300,2839900
566210,53611500,15692900,16197200,2606100
667863,63784800,18228200,17924500,3165600
700935,67853300,32809500,18978500,3137600
333244,29798400,10415900,19547700,1678100
167076,14784500,10174600,8123300,853500
424124,38900400,11868000,12958100,1984100
926349,87934700,43132900,22746600,4168000
479671,43944900,13856500,14874700,2319200
324496,29167400,9851600,11272500,1657100
265472,24385000,7826800,24302500,1290800
278500,25241800,8310700,10469700,1295300
460751,42252600,13192700,14186400,2146600
811313,78245900,29312200,21480600,4484800
125763,10806400,7359700,23071000,620400
893990,84827700,22934700,22509700,4237900
738025,71746400,19206700,18284800,3337500
399857,51217300,11142500,12519300,1920100
934815,88646500,25518400,21960800,4326700
544306,51465900,14631700,29833300,2575300
725053,69425400,19298100,19010700,3315400
519345,48773300,14791500,15470600,2392600
29409,2509100,3833800,6993800,240400
292408,25881900,8449800,24906500,1506500
831766,80299100,28220800,22239100,3649100
488994,45257600,13927700,14457300,2305700
936917,88673100,38131500,21844700,4309400
352164,32088900,12193500,11573000,1747100
163829,14871900,7204900,8190000,806400
362435,32117200,10086700,11648400,1768500
195771,17235500,6916800,23963000,961200
935205,88490600,24532500,23153800,4336000
103638,8856800,5051200,8281800,500600
852151,82887100,37167500,21098800,3732200
950678,90333100,24172400,23199700,4315200
251097,22747200,8431900,9575900,1238600
852554,83398400,36477700,20252400,3900400
696130,68149400,19501600,18192300,3150400
246818,21858800,7591900,9776300,1212200
81239,6959200,4691200,8173200,411800
667459,79154000,17956400,18580400,2968300
316384,28511000,11335700,11789800,1542400
258277,23341700,8531000,10854200,1278200
865112,83626900,35832100,21576100,3949100
991982,96509300,26447200,24146500,4536900
410562,38056000,11361400,27498100,1883700
956702,91384200,23564400,24964000,4363500
83906,6963000,5816000,8080100,447500
123,8700,3487000,6119600,2900
779622,75571100,21149800,33492900,3533700
874458,85512200,24935000,22161600,4037500
464083,42564100,13198300,14573300,2228300
60024,5211000,5121800,8127500,351000
928337,102588200,23930800,25079300,4240700
314214,28127000,9729800,11610900,1540900
878054,84547100,42762200,22320800,3957400
144347,12802400,6443300,8399300,649300
258348,23287400,8533300,10781700,1300100
363999,32560900,11020400,12144300,1763400
787941,75004600,20601400,34538700,3559400
103070,8735800,5485800,8076700,516700
241337,21217200,7450300,10312700,1257100
287525,25941800,9986200,11312700,1366500
387660,34714000,12234400,14652600,1800400
538309,50881400,16738700,30390000,2537700
266224,24195800,12065200,13836900,1321000
208302,18666400,7420100,9089900,978000
987798,94855000,25252500,24013400,4237200
327163,28937100,29853200,11300100,1514800
563706,53638600,14797500,15242900,2638300
15671,1172500,3669500,6544200,182300
951558,90938100,23190600,23777600,4399900
513562,47997000,13334700,15171000,2355500
513673,48322700,20774500,19730400,2464600
43348,3677900,5483000,7135400,272400
397587,35879500,11094300,12703300,1883400
828938,95604400,20880700,21233200,3727900
934674,88806300,24966300,24087400,4127600
51689,4706800,4427800,6865800,307700
238833,35839600,7804400,9622300,1239700
387264,34669600,12966500,13017900,1840800
45928,3831100,4380500,6994600,281600
778417,75029000,20758200,20209300,3481300
801848,77578400,35518600,20613200,3690800
612776,58684900,17624600,18216200,2752100
93878,7995000,5181100,7407200,455500
59195,4951200,3883000,7565300,326900
257523,23232400,7939200,17507000,1367300
281566,26500500,23499400,10856900,1381500
64857,5768200,4451400,6891800,366400
375221,33511200,10582500,12321500,2005300
611080,57976200,16378200,16973100,2701100
32533,2546100,4564400,6729300,252300
920792,87137200,38647000,22377400,4138400
867873,83775900,22525600,22319700,3805600
814143,79232000,35156900,20238800,3776600
392474,35016900,11756500,12479000,1874900
765185,73890900,23270300,32650400,27493600
822308,95926700,21571800,21392100,3779500
458736,41934000,12800500,14498800,2264100
611315,58431600,16591000,31879800,2983800
912545,85889200,23912200,22936300,4455400
271613,24980700,9510000,16810300,1435700
71053,6414900,5875600,7519400,415800
982433,94651600,39861700,25261700,4956600
739103,72132400,25641600,19535300,3535600
624403,59769100,30431900,17572100,2928700
702665,68408500,18359800,18298300,3312700
726021,70295500,18850900,19658100,3339000
28853,2376000,4354300,6737000,231700
772583,73964700,20134800,21743700,3761600
393444,35281200,11881400,13596100,1990200
952543,91777200,43286300,24203500,4462800
637580,61596900,17132500,27434000,3074000
681064,66203500,18566200,18315100,3232700
370773,32946300,10407400,12085900,1876700
836273,81407100,21384800,21530800,3971000
674547,65060000,18288400,32767600,3231800
621413,58932600,16054600,16852600,3081800
419027,37939400,13018800,12763600,2080900
139842,12291700,5265600,8126800,673500
735869,70978500,36883100,20066800,3468100
791325,77025600,20758500,20948900,3689500
86143,7793100,4632100,7607800,446100
979198,93761600,39829800,25372000,4524600
591732,56747800,16016900,16716000,2817700
24626,1850000,4159400,6781000,243800
619121,58872100,18072100,32517300,2973400
725051,71275000,20125500,18772400,3617100
567997,53390700,15740000,15680000,2767500
662588,62818500,33092000,18531900,3104700
459677,41430100,14099700,14836800,2383000
789526,75751500,20753600,21034900,3861600
578506,70184000,16381600,16599300,2750500
238714,20901000,7492600,10110800,1232400
67746,5842900,4050800,7352600,375700
980796,94184100,27195400,24575000,4570300
64885,20592800,4577300,7287300,455900
456932,41741900,18759500,14056200,2351700
100719,8781200,4911500,7702600,516200
665605,63226300,17899200,18447400,3224100
237568,20768900,8341800,9850400,1225900
688796,83150800,21891700,26673800,3452900
817682,78973900,31104300,29614700,4157400
652154,62148800,32003400,17522900,3085500
105830,8730400,5817500,7648700,579700
290562,25755200,8268800,10747900,1523500
506463,47058500,13709400,15241700,2513500
839735,81876800,35376500,20439900,4200300
799133,76474300,24123600,21536100,3953800
86886,7323100,4692400,7476800,446300
815609,78353500,51148000,21425600,4126000
320236,28737800,9828500,11867500,1603000
242155,21640400,7728700,10274800,1346800
572889,54145100,16161300,16068700,2591000
125952,10978900,5521400,13923200,696400
366525,47513800,10886800,12623200,1899900
509922,47189600,14471800,14920800,2558800
513884,47420200,15045300,15150300,2480900
899351,85206700,38348800,22858000,4317500
102025,8825200,6333100,7957000,628900
39482,3184400,3695100,6928300,267500
854394,83374200,22940000,30881600,4072600
162320,14045000,6480700,23117000,850300
827080,80157600,22563400,21413400,3929500
872009,84529200,24470000,37629900,4261800
138290,11990000,6155600,8393600,704100
496439,45888600,13941900,14260700,2432700
462542,41819400,14011700,14226200,2413300
4513,306200,3234600,6940100,114700
973004,93713000,40286800,23593000,4684900
353080,31991400,10495100,11696200,1760900
395052,36166600,11074700,12474900,1969900
623622,58603500,16949700,33160600,3018300
444556,40777700,12960300,19940900,2071400
51885,4313500,4091600,7059800,316300
145973,12977700,5718700,8279500,862700
773130,73869900,19934300,20240900,3706700
863940,100488600,22288800,21638900,4027600
667208,64420500,18180400,17654900,3381200
726558,69559700,34030200,19710700,3573900
809479,77737700,21156900,21311900,3889200
992644,95432300,41106000,24857400,4514100
792665,75616900,20490200,20631400,3830200
804159,78189600,35904700,21162600,3689200
622649,59344500,16867300,17067900,3025000
56429,4849900,4285800,7455600,348100
829181,81215100,23081200,35175700,4234900
296566,26419300,9669800,10965300,1513400
632373,60897400,17464100,17577100,3089900
867428,84806600,24770100,39866700,4353700
551652,51602000,15610300,20476800,2603600
607275,58362700,16227100,17382600,2851200
909002,85910900,38343700,22990100,4317800
680546,66051500,25057300,18858400,3301100
298813,26661600,8967700,11640600,1521400
579885,69880000,15294300,16580700,2794300
845107,82601000,22332500,27351300,4150200
597735,57087300,16005000,31352200,2812800
202048,18389900,7685200,9739900,1019600
430843,38904700,12107400,13384200,8889500
118773,10500900,4822600,8040500,675700
225742,19932300,7170400,16488900,1211500
163415,14431700,6267600,8623600,844400
78688,6803500,4115300,7496400,408500
599195,57794100,31260200,16757900,2876900
639996,61404500,17559300,17933500,3166100
264490,24054600,9078900,10698600,1338200
257845,23651700,8960700,10236100,1374800
238092,21022200,9570800,25295700,1222000
473778,44078300,13343700,14726000,2352600
798278,76976500,20307700,20335400,3950800
998986,96837800,40655600,24810400,4884400
327174,29175600,9797300,12048700,1786500
661571,63534400,18308500,18951200,3218200
613417,73742500,17355100,16730000,3040600
200992,17917300,6742400,9404700,1007900
579833,55603800,15348300,16349500,2732200
213791,19282700,11245800,11825500,1067200
319020,28634700,23557200,11682200,1564200
523597,49453100,22337500,16097400,2473200
983810,94853000,31008300,23139400,5085800
966605,108741300,24818200,24085600,4622200
606861,57499700,16107000,17483100,2831400
442498,40082700,28156100,15349500,2117200
49666,4254700,3873100,7207900,305400
262519,23815900,15078400,10610100,1323100
13912,1038800,3445100,7465900,182900
996713,95631000,25464400,29694300,4580300
498587,65178200,20061800,17303300,2342400
699679,67879500,18926200,20338600,3369000
151794,13231200,7178800,9765000,674800
481192,44580200,13294800,30938400,2317600
941319,90484000,24039800,24760300,4460800
100976,8505900,6699100,7902500,552500
785666,75702600,37375500,19850500,3697500
257475,23389200,8373100,10081300,1327100
841492,82024200,23198100,27342800,4155800
467887,42637200,30506600,14523500,2363700
190461,17299100,7123200,9146400,1114800
732382,70386100,25651500,18634300,3431300
508096,46876800,15273100,15960900,2480400
604560,73999900,22096500,21633700,2866200
12748,958700,3663500,6925500,198200
222303,19922600,7335300,9738000,1164900
778349,74789300,21053700,19898700,3673000
695653,83605300,18126100,19020700,3501400
176987,15783800,6155500,8778200,834900
571058,54416800,15374000,16062400,2717200
298305,26662600,18581100,10847900,1551500
545841,66237600,14638000,16036300,2692900
683200,66356100,18507800,18312600,3350800
769894,73266700,21592400,38461100,3659400
266076,24235300,9171400,10656100,1240100
177371,15742100,6036300,9096300,811300
884614,84350500,24080200,21789700,4405000
858101,99362000,23920300,34941200,4434800
461751,42215100,13170600,20555700,2305200
893054,87946700,39106500,23213300,4449000
806486,78468000,22028700,21726400,3820600
131745,11606400,5899400,8281100,696600
187286,16836500,6520600,9374700,968100
773021,74503000,36914500,20479600,3678400
700097,67607200,19629300,20384200,3275100
372473,33187900,11001300,12455300,1916100
285737,25739500,24639000,11278800,1489800
164916,14535600,6108800,8953500,861700
218732,19479700,6810200,9479500,1117900
956347,91316100,28736200,24277100,4437300
485765,45296600,29178100,14529000,2411100
396905,35316800,11806500,13517800,1938600
810521,78808200,22350500,22583400,3926700
873491,101122600,23569800,21677000,4295100
592569,55755700,15844800,16538700,2756500
624290,58697500,32571900,17600000,3001200
421902,37745900,11701100,13157300,2005000
75906,6439700,4318000,7933600,385500
758672,73622800,21381600,20170100,3510900
336752,30501500,26021600,12060500,1766400
203620,18203400,7612400,9709100,1060700
49434,4261200,3906900,7236900,298100
966691,92459600,25342000,23971800,4638500
770536,73583100,35623500,21042900,3696400
84269,7197000,5447700,7809600,447200
